,SYMBOL,NAME OF COMPANY,isactve,FUT,IDX
1465,TGBHOTELS,TGB Banquets And Hotels Limited,True,False,False
1466,THANGAMAYL,Thangamayil Jewellery Limited,True,False,False
1467,THEINVEST,The Investment Trust Of India Limited,True,False,False
1468,THEMISMED,Themis Medicare Limited,True,False,False
1469,THERMAX,Thermax Limited,True,False,False
1470,THIRUSUGAR,Thiru Arooran Sugars Limited,True,False,False
1471,THOMASCOOK,Thomas Cook  (India)  Limited,True,False,False
1472,THOMASCOTT,Thomas Scott (India) Limited,True,False,False
1473,THYROCARE,Thyrocare Technologies Limited,True,False,False
1474,TI,Tilaknagar Industries Limited,True,False,False
1475,TIDEWATER,Tide Water Oil Company (India) Limited,True,False,False
1476,TIFIN,TI Financial Holdings Limited,True,False,False
1477,TIIL,Technocraft Industries (India) Limited,True,False,False
1478,TIINDIA,Tube Investments of India Limited,True,False,False
1479,TIJARIA,Tijaria Polypipes Limited,True,False,False
1480,TIL,TIL Limited,True,False,False
1481,TIMESGTY,Times Guaranty Limited,True,False,False
1482,TIMETECHNO,Time Technoplast Limited,True,False,False
1483,TIMKEN,Timken India Limited,True,False,False
1484,TINPLATE,The Tinplate Company of India Limited,True,False,False
1485,TIPSINDLTD,TIPS Industries Limited,True,False,False
1486,TIRUMALCHM,Thirumalai Chemicals Limited,True,False,False
1487,TITAN,Titan Company Limited,True,False,False
1488,TMRVL,The Mandhana Retail Ventures Limited,True,False,False
1489,TNPETRO,Tamilnadu PetroProducts Limited,True,False,False
1490,TNPL,Tamil Nadu Newsprint & Papers Limited,True,False,False
1491,TNTELE,Tamilnadu Telecommunication Limited,True,False,False
1492,TODAYS,Todays Writing Instruments Limited,True,False,False
1493,TOKYOPLAST,Tokyo Plast International Limited,True,False,False
1494,TORNTPHARM,Torrent Pharmaceuticals Limited,True,False,False
1495,TORNTPOWER,Torrent Power Limited,True,False,False
1496,TPLPLASTEH,TPL Plastech Limited,True,False,False
1497,TREEHOUSE,Tree House Education & Accessories Limited,True,False,False
1498,TRENT,Trent Limited,True,False,False
1499,TRF,TRF Limited,True,False,False
1500,TRIDENT,Trident Limited,True,False,False
1501,TRIGYN,Trigyn Technologies Limited,True,False,False
1502,TRIL,Transformers And Rectifiers (India) Limited,True,False,False
1503,TRITURBINE,Triveni Turbine Limited,True,False,False
1504,TRIVENI,Triveni Engineering & Industries Limited,True,False,False
1505,TTKHLTCARE,TTK Healthcare Limited,True,False,False
1506,TTKPRESTIG,TTK Prestige Limited,True,False,False
1507,TTL,T T Limited,True,False,False
1508,TTML,Tata Teleservices (Maharashtra) Limited,True,False,False
1509,TULSI,Tulsi Extrusions Limited,True,False,False
1510,TV18BRDCST,TV18 Broadcast Limited,True,False,False
1511,TVSELECT,TVS Electronics Limited,True,False,False
1512,TVSMOTOR,TVS Motor Company Limited,True,False,False
1513,TVSSRICHAK,TVS Srichakra Limited,True,False,False
1514,TVTODAY,TV Today Network Limited,True,False,False
1515,TVVISION,TV Vision Limited,True,False,False
1516,TWL,Titagarh Wagons Limited,True,False,False
1517,UBL,United Breweries Limited,True,False,False
1518,UCALFUEL,Ucal Fuel Systems Limited,True,False,False
1519,UCOBANK,UCO Bank,True,False,False
1520,UFLEX,UFLEX Limited,True,False,False
1521,UFO,UFO Moviez India Limited,True,False,False
1522,UGARSUGAR,The Ugar Sugar Works Limited,True,False,False
1523,UJAAS,Ujaas Energy Limited,True,False,False
1524,UJJIVAN,Ujjivan Financial Services Limited,True,False,False
1525,ULTRACEMCO,UltraTech Cement Limited,True,False,False
1526,UMANGDAIRY,Umang Dairies Limited,True,False,False
1527,UMESLTD,Usha Martin Education & Solutions Limited,True,False,False
1528,UNICHEMLAB,Unichem Laboratories Limited,True,False,False
1529,UNIENTER,Uniphos Enterprises Limited,True,False,False
1530,UNIONBANK,Union Bank of India,True,False,False
1531,UNIPLY,Uniply Industries Limited,True,False,False
1532,UNITECH,Unitech Limited,True,False,False
1533,UNITEDBNK,United Bank of India,True,False,False
1534,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,True,False,False
1535,UNITY,Unity Infraprojects Limited,True,False,False
1536,UNIVCABLES,Universal Cables Limited,True,False,False
1537,UPL,UPL Limited,True,False,False
1538,URJA,Urja Global Limited,True,False,False
1539,USHAMART,Usha Martin Limited,True,False,False
1540,USHERAGRO,Usher Agro Limited,True,False,False
1541,UTTAMSTL,Uttam Galva Steels Limited,True,False,False
1542,UTTAMSUGAR,Uttam Sugar Mills Limited,True,False,False
1543,UVSL,Uttam Value Steels Limited,True,False,False
1544,V2RETAIL,V2 Retail Limited,True,False,False
1545,VADILALIND,Vadilal Industries Limited,True,False,False
1546,VAIBHAVGBL,Vaibhav Global Limited,True,False,False
1547,VAKRANGEE,Vakrangee Limited,True,False,False
1548,VARDHACRLC,Vardhman Acrylics Limited,True,False,False
1549,VARDMNPOLY,Vardhman Polytex Limited,True,False,False
1550,VARROC,Varroc Engineering Limited,True,False,False
1551,VASCONEQ,Vascon Engineers Limited,True,False,False
1552,VASWANI,Vaswani Industries Limited,True,False,False
1553,VBL,Varun Beverages Limited,True,False,False
1554,VEDL,Vedanta Limited,True,False,False
1555,VENKEYS,Venky's (India) Limited,True,False,False
1556,VENUSREM,Venus Remedies Limited,True,False,False
1557,VESUVIUS,Vesuvius India Limited,True,False,False
1558,VETO,Veto Switchgears And Cables Limited,True,False,False
1559,VGUARD,V-Guard Industries Limited,True,False,False
1560,VHL,Vardhman Holdings Limited,True,False,False
1561,VICEROY,Viceroy Hotels Limited,True,False,False
1562,VIDEOIND,Videocon Industries Limited,True,False,False
1563,VIDHIING,Vidhi Specialty Food Ingredients Limited,True,False,False
1564,VIJAYABANK,Vijaya Bank,True,False,False
1565,VIJIFIN,Viji Finance Limited,True,False,False
1566,VIJSHAN,Vijay Shanthi Builders Limited,True,False,False
1567,VIKASECO,Vikas EcoTech Limited,True,False,False
1568,VIMALOIL,Vimal Oil & Foods Limited,True,False,False
1569,VIMTALABS,Vimta Labs Limited,True,False,False
1570,VINATIORGA,Vinati Organics Limited,True,False,False
1571,VINDHYATEL,Vindhya Telelinks Limited,True,False,False
1572,VINYLINDIA,Vinyl Chemicals (India) Limited,True,False,False
1573,VIPCLOTHNG,VIP Clothing Limited,True,False,False
1574,VIPIND,VIP Industries Limited,True,False,False
1575,VIPULLTD,Vipul Limited,True,False,False
1576,VISAKAIND,Visaka Industries Limited,True,False,False
1577,VISASTEEL,Visa Steel Limited,True,False,False
1578,VISESHINFO,Visesh Infotecnics Limited,True,False,False
1579,VISHNU,Vishnu Chemicals Limited,True,False,False
1580,VIVIDHA,Visagar Polytex Limited,True,False,False
1581,VIVIMEDLAB,Vivimed Labs Limited,True,False,False
1582,VLSFINANCE,VLS Finance Limited,True,False,False
1583,VMART,V-Mart Retail Limited,True,False,False
1584,VOLTAMP,Voltamp Transformers Limited,True,False,False
1585,VOLTAS,Voltas Limited,True,False,False
1586,VRLLOG,VRL Logistics Limited,True,False,False
1587,VSSL,Vardhman Special Steels Limited,True,False,False
1588,VSTIND,VST Industries Limited,True,False,False
1589,VSTTILLERS,V.S.T Tillers Tractors Limited,True,False,False
1590,VTL,Vardhman Textiles Limited,True,False,False
1591,WABAG,VA Tech Wabag Limited,True,False,False
1592,WABCOINDIA,WABCO India Limited,True,False,False
1593,WALCHANNAG,Walchandnagar Industries Limited,True,False,False
1594,WANBURY,Wanbury Limited,True,False,False
1595,WEBELSOLAR,Websol Energy System Limited,True,False,False
1596,WEIZFOREX,Weizmann Forex Limited,True,False,False
1597,WEIZMANIND,Weizmann Limited,True,False,False
1598,WELCORP,Welspun Corp Limited,True,False,False
1599,WELENT,Welspun Enterprises Limited,True,False,False
1600,WELINV,Welspun Investments and Commercials Limited,True,False,False
1601,WELSPUNIND,Welspun India Limited,True,False,False
1602,WENDT,Wendt (India) Limited,True,False,False
1603,WHEELS,Wheels India Limited,True,False,False
1604,WHIRLPOOL,Whirlpool of India Limited,True,False,False
1605,WILLAMAGOR,Williamson Magor & Company Limited,True,False,False
1606,WINDMACHIN,Windsor Machines Limited,True,False,False
1607,WINSOME,Winsome Yarns Limited,True,False,False
1608,WIPL,The Western India Plywoods Limited,True,False,False
1609,WIPRO,Wipro Limited,True,False,False
1610,WOCKPHARMA,Wockhardt Limited,True,False,False
1611,WONDERLA,Wonderla Holidays Limited,True,False,False
1612,WSI,W S Industries (I) Limited,True,False,False
1613,WSTCSTPAPR,West Coast Paper Mills Limited,True,False,False
1614,XCHANGING,Xchanging Solutions Limited,True,False,False
1615,XLENERGY,XL Energy Limited,True,False,False
1616,XPROINDIA,Xpro India Limited,True,False,False
1617,YESBANK,Yes Bank Limited,True,False,False
1618,ZEEL,Zee Entertainment Enterprises Limited,True,False,False
1619,ZEELEARN,Zee Learn Limited,True,False,False
1620,ZEEMEDIA,Zee Media Corporation Limited,True,False,False
1621,ZENITHBIR,Zenith Birla (India) Limited,True,False,False
1622,ZENITHEXPO,Zenith Exports Limited,True,False,False
1623,ZENSARTECH,Zensar Technologies Limited,True,False,False
1624,ZENTEC,Zen Technologies Limited,True,False,False
1625,ZICOM,Zicom Electronic Security Systems Limited,True,False,False
1626,ZODIACLOTH,Zodiac Clothing Company Limited,True,False,False
1627,ZODJRDMKJ,Zodiac JRD- MKJ Limited,True,False,False
1628,ZUARI,Zuari Agro Chemicals Limited,True,False,False
1629,ZUARIGLOB,Zuari Global Limited,True,False,False
1630,ZYDUSWELL,Zydus Wellness Limited,True,False,False
1631,ZYLOG,Zylog Systems Limited,True,False,False
