Symbol,EndTotal,MA_Long,MA_Short,Total_Transactions
'AXISBANK', 22235, 99, 27, 36
'AXISBANK', 54295, 99, 43, 28
'AXISBANK', 54530, 99, 44, 28
'AXISBANK', 49585, 99, 45, 30
'AXISBANK', 75860, 99, 48, 31
'AXISBANK', 54659, 99, 15, 43
'AXISBANK', 3745, 99, 31, 30
'AXISBANK', 77140, 99, 51, 31
'AXISBANK', 82820, 99, 52, 29
'AXISBANK', 71035, 99, 57, 33
'AXISBANK', 79905, 99, 58, 31
'AXISBANK', 78290, 99, 85, 41
'TCS', -100614, 27, 7, 139
'TCS', -127125, 43, 7, 101
'TCS', -141905, 44, 7, 105
'TCS', -152154, 45, 7, 99
'TCS', -158270, 48, 7, 99
'TCS', -84685, 15, 7, 208
'TCS', -107834, 31, 7, 127
'TCS', -162880, 51, 7, 103
'TCS', -173840, 52, 7, 99
'TCS', -160084, 57, 7, 93
'TCS', -152949, 58, 7, 95
'TCS', -82174, 85, 7, 85
'TCS', -66710, 99, 7, 73
'TCS', -100614, 27, 7, 139
'TCS', -173454, 43, 27, 83
'TCS', -165904, 44, 27, 81
'TCS', -148710, 45, 27, 79
'TCS', -84380, 48, 27, 77
'TCS', -60949, 27, 15, 123
'TCS', -131010, 31, 27, 151
'TCS', -110825, 51, 27, 69
'TCS', -102390, 52, 27, 69
'TCS', -101865, 57, 27, 65
'TCS', -103829, 58, 27, 67
'TCS', 5714, 85, 27, 45
'TCS', -38900, 99, 27, 49
'TCS', -127125, 43, 7, 101
'TCS', -173454, 43, 27, 83
'TCS', 3249, 44, 43, 243
'TCS', -10984, 45, 43, 189
'TCS', -40770, 48, 43, 129
'TCS', -133565, 43, 15, 91
'TCS', -144285, 43, 31, 95
'TCS', -14589, 51, 43, 95
'TCS', 5405, 52, 43, 91
'TCS', -970, 57, 43, 75
'TCS', 1050, 58, 43, 71
'TCS', 117725, 85, 43, 35
'TCS', 77240, 99, 43, 35
'TCS', -141905, 44, 7, 105
'TCS', -165904, 44, 27, 81
'TCS', 3249, 44, 43, 243
'TCS', -55735, 45, 44, 235
'TCS', -8765, 48, 44, 139
'TCS', -165715, 44, 15, 89
'TCS', -127715, 44, 31, 85
'TCS', -13554, 51, 44, 103
'TCS', -9509, 52, 44, 97
'TCS', -2764, 57, 44, 75
'TCS', -12974, 58, 44, 75
'TCS', 124110, 85, 44, 39
'TCS', 82639, 99, 44, 35
'TCS', -152154, 45, 7, 99
'TCS', -148710, 45, 27, 79
'TCS', -10984, 45, 43, 189
'TCS', -55735, 45, 44, 235
'TCS', -41560, 48, 45, 153
'TCS', -144645, 45, 15, 85
'TCS', -115414, 45, 31, 85
'TCS', -659, 51, 45, 117
'TCS', -23610, 52, 45, 107
'TCS', 7740, 57, 45, 75
'TCS', -3084, 58, 45, 73
'TCS', 145245, 85, 45, 39
'TCS', 88409, 99, 45, 31
'TCS', -158270, 48, 7, 99
'TCS', -84380, 48, 27, 77
'TCS', -40770, 48, 43, 129
'TCS', -8765, 48, 44, 139
'TCS', -41560, 48, 45, 153
'TCS', -126940, 48, 15, 79
'TCS', -81055, 48, 31, 79
'TCS', -7235, 51, 48, 147
'TCS', -6014, 52, 48, 127
'TCS', 11205, 57, 48, 91
'TCS', 131950, 58, 48, 85
'TCS', 142665, 85, 48, 37
'TCS', 79514, 99, 48, 29
'TCS', -84685, 15, 7, 208
'TCS', -60949, 27, 15, 123
'TCS', -133565, 43, 15, 91
'TCS', -165715, 44, 15, 89
'TCS', -144645, 45, 15, 85
'TCS', -126940, 48, 15, 79
'TCS', -67795, 31, 15, 107
'TCS', -123534, 51, 15, 75
'TCS', -130430, 52, 15, 75
'TCS', -123365, 57, 15, 69
'TCS', -113145, 58, 15, 69
'TCS', -58470, 85, 15, 65
'TCS', -80915, 99, 15, 53
'TCS', -107834, 31, 7, 127
'TCS', -131010, 31, 27, 151
'TCS', -144285, 43, 31, 95
'TCS', -127715, 44, 31, 85
'TCS', -115414, 45, 31, 85
'TCS', -81055, 48, 31, 79
'TCS', -67795, 31, 15, 107
'TCS', -115705, 51, 31, 73
'TCS', -144175, 52, 31, 67
'TCS', -91169, 57, 31, 59
'TCS', -102125, 58, 31, 61
'TCS', 48334, 85, 31, 45
'TCS', -13040, 99, 31, 39
'TCS', -162880, 51, 7, 103
'TCS', -110825, 51, 27, 69
'TCS', -14589, 51, 43, 95
'TCS', -13554, 51, 44, 103
'TCS', -659, 51, 45, 117
'TCS', -7235, 51, 48, 147
'TCS', -123534, 51, 15, 75
'TCS', -115705, 51, 31, 73
'TCS', -33984, 52, 51, 213
'TCS', 118990, 57, 51, 105
'TCS', 95265, 58, 51, 99
'TCS', 170019, 85, 51, 35
'TCS', 102675, 99, 51, 31
'TCS', -173840, 52, 7, 99
'TCS', -102390, 52, 27, 69
'TCS', 5405, 52, 43, 91
'TCS', -9509, 52, 44, 97
'TCS', -23610, 52, 45, 107
'TCS', -6014, 52, 48, 127
'TCS', -130430, 52, 15, 75
'TCS', -144175, 52, 31, 67
'TCS', -33984, 52, 51, 213
'TCS', 92425, 57, 52, 107
'TCS', 94170, 58, 52, 103
'TCS', 177340, 85, 52, 35
'TCS', 89994, 99, 52, 29
'TCS', -160084, 57, 7, 93
'TCS', -101865, 57, 27, 65
'TCS', -970, 57, 43, 75
'TCS', -2764, 57, 44, 75
'TCS', 7740, 57, 45, 75
'TCS', 11205, 57, 48, 91
'TCS', -123365, 57, 15, 69
'TCS', -91169, 57, 31, 59
'TCS', 118990, 57, 51, 105
'TCS', 92425, 57, 52, 107
'TCS', 128469, 58, 57, 209
'TCS', 116425, 85, 57, 35
'TCS', 110564, 99, 57, 31
'TCS', -152949, 58, 7, 95
'TCS', -103829, 58, 27, 67
'TCS', 1050, 58, 43, 71
'TCS', -12974, 58, 44, 75
'TCS', -3084, 58, 45, 73
'TCS', 131950, 58, 48, 85
'TCS', -113145, 58, 15, 69
'TCS', -102125, 58, 31, 61
'TCS', 95265, 58, 51, 99
'TCS', 94170, 58, 52, 103
'TCS', 128469, 58, 57, 209
'TCS', 138740, 85, 58, 37
'TCS', 96604, 99, 58, 31
'TCS', -82174, 85, 7, 85
'TCS', 5714, 85, 27, 45
'TCS', 117725, 85, 43, 35
'TCS', 124110, 85, 44, 39
'TCS', 145245, 85, 45, 39
'TCS', 142665, 85, 48, 37
'TCS', -58470, 85, 15, 65
'TCS', 48334, 85, 31, 45
'TCS', 170019, 85, 51, 35
'TCS', 177340, 85, 52, 35
'TCS', 116425, 85, 57, 35
'TCS', 138740, 85, 58, 37
'TCS', 45380, 99, 85, 47
'TCS', -66710, 99, 7, 73
'TCS', -38900, 99, 27, 49
'TCS', 77240, 99, 43, 35
'TCS', 82639, 99, 44, 35
'TCS', 88409, 99, 45, 31
'TCS', 79514, 99, 48, 29
'TCS', -80915, 99, 15, 53
'TCS', -13040, 99, 31, 39
'TCS', 102675, 99, 51, 31
'TCS', 89994, 99, 52, 29
'TCS', 110564, 99, 57, 31
'TCS', 96604, 99, 58, 31
'TCS', 45380, 99, 85, 47
'SYNDIBANK_F1', 98250, 27, 7, 233
'SYNDIBANK_F1', 98095, 43, 7, 187
'SYNDIBANK_F1', 98155, 44, 7, 189
'SYNDIBANK_F1', 98115, 45, 7, 185
'SYNDIBANK_F1', 98185, 48, 7, 183
'SYNDIBANK_F1', 99075, 15, 7, 397
'SYNDIBANK_F1', 98225, 31, 7, 215
'SYNDIBANK_F1', 98155, 51, 7, 187
'SYNDIBANK_F1', 98310, 52, 7, 189
'SYNDIBANK_F1', 98365, 57, 7, 175
'SYNDIBANK_F1', 98400, 58, 7, 167
'SYNDIBANK_F1', 98795, 85, 7, 110
'SYNDIBANK_F1', 98850, 99, 7, 106
'SYNDIBANK_F1', 98250, 27, 7, 233
'SYNDIBANK_F1', 99510, 43, 27, 139
'SYNDIBANK_F1', 99565, 44, 27, 135
'SYNDIBANK_F1', 99315, 45, 27, 129
'SYNDIBANK_F1', 99255, 48, 27, 125
'SYNDIBANK_F1', 98424, 27, 15, 221
'SYNDIBANK_F1', 99435, 31, 27, 283
'SYNDIBANK_F1', 99319, 51, 27, 121
'SYNDIBANK_F1', 99350, 52, 27, 121
'SYNDIBANK_F1', 99374, 57, 27, 107
'SYNDIBANK_F1', 99325, 58, 27, 107
'SYNDIBANK_F1', 99310, 85, 27, 68
'SYNDIBANK_F1', 99180, 99, 27, 68
'SYNDIBANK_F1', 98095, 43, 7, 187
'SYNDIBANK_F1', 99510, 43, 27, 139
'SYNDIBANK_F1', 99385, 44, 43, 445
'SYNDIBANK_F1', 99555, 45, 43, 307
'SYNDIBANK_F1', 99230, 48, 43, 204
'SYNDIBANK_F1', 98845, 43, 15, 143
'SYNDIBANK_F1', 99420, 43, 31, 157
'SYNDIBANK_F1', 98714, 51, 43, 154
'SYNDIBANK_F1', 98985, 52, 43, 152
'SYNDIBANK_F1', 99245, 57, 43, 118
'SYNDIBANK_F1', 99130, 58, 43, 114
'SYNDIBANK_F1', 99360, 85, 43, 66
'SYNDIBANK_F1', 99650, 99, 43, 56
'SYNDIBANK_F1', 98155, 44, 7, 189
'SYNDIBANK_F1', 99565, 44, 27, 135
'SYNDIBANK_F1', 99385, 44, 43, 445
'SYNDIBANK_F1', 99480, 45, 44, 444
'SYNDIBANK_F1', 99250, 48, 44, 214
'SYNDIBANK_F1', 98685, 44, 15, 143
'SYNDIBANK_F1', 99545, 44, 31, 145
'SYNDIBANK_F1', 98965, 51, 44, 162
'SYNDIBANK_F1', 98905, 52, 44, 152
'SYNDIBANK_F1', 99055, 57, 44, 124
'SYNDIBANK_F1', 99330, 58, 44, 118
'SYNDIBANK_F1', 99340, 85, 44, 70
'SYNDIBANK_F1', 99600, 99, 44, 58
'SYNDIBANK_F1', 98115, 45, 7, 185
'SYNDIBANK_F1', 99315, 45, 27, 129
'SYNDIBANK_F1', 99555, 45, 43, 307
'SYNDIBANK_F1', 99480, 45, 44, 444
'SYNDIBANK_F1', 98520, 48, 45, 254
'SYNDIBANK_F1', 98660, 45, 15, 143
'SYNDIBANK_F1', 99525, 45, 31, 147
'SYNDIBANK_F1', 98970, 51, 45, 172
'SYNDIBANK_F1', 99065, 52, 45, 160
'SYNDIBANK_F1', 99405, 57, 45, 122
'SYNDIBANK_F1', 99430, 58, 45, 126
'SYNDIBANK_F1', 99190, 85, 45, 64
'SYNDIBANK_F1', 99670, 99, 45, 52
'SYNDIBANK_F1', 98185, 48, 7, 183
'SYNDIBANK_F1', 99255, 48, 27, 125
'SYNDIBANK_F1', 99230, 48, 43, 204
'SYNDIBANK_F1', 99250, 48, 44, 214
'SYNDIBANK_F1', 98520, 48, 45, 254
'SYNDIBANK_F1', 98440, 48, 15, 141
'SYNDIBANK_F1', 99160, 48, 31, 123
'SYNDIBANK_F1', 99225, 51, 48, 252
'SYNDIBANK_F1', 99280, 52, 48, 218
'SYNDIBANK_F1', 99515, 57, 48, 134
'SYNDIBANK_F1', 99460, 58, 48, 122
'SYNDIBANK_F1', 99235, 85, 48, 70
'SYNDIBANK_F1', 99665, 99, 48, 54
'SYNDIBANK_F1', 99075, 15, 7, 397
'SYNDIBANK_F1', 98424, 27, 15, 221
'SYNDIBANK_F1', 98845, 43, 15, 143
'SYNDIBANK_F1', 98685, 44, 15, 143
'SYNDIBANK_F1', 98660, 45, 15, 143
'SYNDIBANK_F1', 98440, 48, 15, 141
'SYNDIBANK_F1', 98795, 31, 15, 195
'SYNDIBANK_F1', 98335, 51, 15, 141
'SYNDIBANK_F1', 98335, 52, 15, 139
'SYNDIBANK_F1', 99060, 57, 15, 129
'SYNDIBANK_F1', 99015, 58, 15, 127
'SYNDIBANK_F1', 99395, 85, 15, 78
'SYNDIBANK_F1', 99305, 99, 15, 72
'SYNDIBANK_F1', 98225, 31, 7, 215
'SYNDIBANK_F1', 99435, 31, 27, 283
'SYNDIBANK_F1', 99420, 43, 31, 157
'SYNDIBANK_F1', 99545, 44, 31, 145
'SYNDIBANK_F1', 99525, 45, 31, 147
'SYNDIBANK_F1', 99160, 48, 31, 123
'SYNDIBANK_F1', 98795, 31, 15, 195
'SYNDIBANK_F1', 99210, 51, 31, 123
'SYNDIBANK_F1', 98990, 52, 31, 121
'SYNDIBANK_F1', 98960, 57, 31, 117
'SYNDIBANK_F1', 98900, 58, 31, 113
'SYNDIBANK_F1', 99395, 85, 31, 62
'SYNDIBANK_F1', 99330, 99, 31, 56
'SYNDIBANK_F1', 98155, 51, 7, 187
'SYNDIBANK_F1', 99319, 51, 27, 121
'SYNDIBANK_F1', 98714, 51, 43, 154
'SYNDIBANK_F1', 98965, 51, 44, 162
'SYNDIBANK_F1', 98970, 51, 45, 172
'SYNDIBANK_F1', 99225, 51, 48, 252
'SYNDIBANK_F1', 98335, 51, 15, 141
'SYNDIBANK_F1', 99210, 51, 31, 123
'SYNDIBANK_F1', 99345, 52, 51, 416
'SYNDIBANK_F1', 99450, 57, 51, 158
'SYNDIBANK_F1', 99410, 58, 51, 144
'SYNDIBANK_F1', 99155, 85, 51, 70
'SYNDIBANK_F1', 99605, 99, 51, 56
'SYNDIBANK_F1', 98310, 52, 7, 189
'SYNDIBANK_F1', 99350, 52, 27, 121
'SYNDIBANK_F1', 98985, 52, 43, 152
'SYNDIBANK_F1', 98905, 52, 44, 152
'SYNDIBANK_F1', 99065, 52, 45, 160
'SYNDIBANK_F1', 99280, 52, 48, 218
'SYNDIBANK_F1', 98335, 52, 15, 139
'SYNDIBANK_F1', 98990, 52, 31, 121
'SYNDIBANK_F1', 99345, 52, 51, 416
'SYNDIBANK_F1', 99489, 57, 52, 170
'SYNDIBANK_F1', 99400, 58, 52, 152
'SYNDIBANK_F1', 98925, 85, 52, 74
'SYNDIBANK_F1', 99530, 99, 52, 58
'SYNDIBANK_F1', 98365, 57, 7, 175
'SYNDIBANK_F1', 99374, 57, 27, 107
'SYNDIBANK_F1', 99245, 57, 43, 118
'SYNDIBANK_F1', 99055, 57, 44, 124
'SYNDIBANK_F1', 99405, 57, 45, 122
'SYNDIBANK_F1', 99515, 57, 48, 134
'SYNDIBANK_F1', 99060, 57, 15, 129
'SYNDIBANK_F1', 98960, 57, 31, 117
'SYNDIBANK_F1', 99450, 57, 51, 158
'SYNDIBANK_F1', 99489, 57, 52, 170
'SYNDIBANK_F1', 99110, 58, 57, 386
'SYNDIBANK_F1', 98960, 85, 57, 74
'SYNDIBANK_F1', 99530, 99, 57, 54
'SYNDIBANK_F1', 98400, 58, 7, 167
'SYNDIBANK_F1', 99325, 58, 27, 107
'SYNDIBANK_F1', 99130, 58, 43, 114
'SYNDIBANK_F1', 99330, 58, 44, 118
'SYNDIBANK_F1', 99430, 58, 45, 126
'SYNDIBANK_F1', 99460, 58, 48, 122
'SYNDIBANK_F1', 99015, 58, 15, 127
'SYNDIBANK_F1', 98900, 58, 31, 113
'SYNDIBANK_F1', 99410, 58, 51, 144
'SYNDIBANK_F1', 99400, 58, 52, 152
'SYNDIBANK_F1', 99110, 58, 57, 386
'SYNDIBANK_F1', 98835, 85, 58, 74
'SYNDIBANK_F1', 99560, 99, 58, 54
'SYNDIBANK_F1', 98795, 85, 7, 110
'SYNDIBANK_F1', 99310, 85, 27, 68
'SYNDIBANK_F1', 99360, 85, 43, 66
'SYNDIBANK_F1', 99340, 85, 44, 70
'SYNDIBANK_F1', 99190, 85, 45, 64
'SYNDIBANK_F1', 99235, 85, 48, 70
'SYNDIBANK_F1', 99395, 85, 15, 78
'SYNDIBANK_F1', 99395, 85, 31, 62
'SYNDIBANK_F1', 99155, 85, 51, 70
'SYNDIBANK_F1', 98925, 85, 52, 74
'SYNDIBANK_F1', 98960, 85, 57, 74
'SYNDIBANK_F1', 98835, 85, 58, 74
'SYNDIBANK_F1', 99429, 99, 85, 78
'SYNDIBANK_F1', 98850, 99, 7, 106
'SYNDIBANK_F1', 99180, 99, 27, 68
'SYNDIBANK_F1', 99650, 99, 43, 56
'SYNDIBANK_F1', 99600, 99, 44, 58
'SYNDIBANK_F1', 99670, 99, 45, 52
'SYNDIBANK_F1', 99665, 99, 48, 54
'SYNDIBANK_F1', 99305, 99, 15, 72
'SYNDIBANK_F1', 99330, 99, 31, 56
'SYNDIBANK_F1', 99605, 99, 51, 56
'SYNDIBANK_F1', 99530, 99, 52, 58
'SYNDIBANK_F1', 99530, 99, 57, 54
'SYNDIBANK_F1', 99560, 99, 58, 54
'SYNDIBANK_F1', 99429, 99, 85, 78
'NIFTY', 440545, 27, 7, 124
'NIFTY', 630830, 43, 7, 76
'NIFTY', 595590, 44, 7, 76
'NIFTY', 592390, 45, 7, 78
'NIFTY', 530845, 48, 7, 74
'NIFTY', 202424, 15, 7, 197
'NIFTY', 445240, 31, 7, 118
'NIFTY', 495905, 51, 7, 70
'NIFTY', 537490, 52, 7, 68
'NIFTY', 534185, 57, 7, 70
'NIFTY', 573540, 58, 7, 68
'NIFTY', 658239, 85, 7, 50
'NIFTY', 605744, 99, 7, 46
'NIFTY', 440545, 27, 7, 124
'NIFTY', 243605, 43, 27, 65
'NIFTY', 286995, 44, 27, 63
'NIFTY', 298190, 45, 27, 64
'NIFTY', 267179, 48, 27, 62
'NIFTY', 360110, 27, 15, 104
'NIFTY', 176850, 31, 27, 151
'NIFTY', 339145, 51, 27, 54
'NIFTY', 368164, 52, 27, 54
'NIFTY', 474695, 57, 27, 50
'NIFTY', 467785, 58, 27, 48
'NIFTY', 654254, 85, 27, 40
'NIFTY', 555235, 99, 27, 34
'NIFTY', 630830, 43, 7, 76
'NIFTY', 243605, 43, 27, 65
'NIFTY', 346230, 44, 43, 204
'NIFTY', 387285, 45, 43, 132
'NIFTY', 245245, 48, 43, 98
'NIFTY', 254580, 43, 15, 68
'NIFTY', 360895, 43, 31, 71
'NIFTY', 165535, 51, 43, 80
'NIFTY', 165344, 52, 43, 76
'NIFTY', 301825, 57, 43, 58
'NIFTY', 256630, 58, 43, 56
'NIFTY', 462260, 85, 43, 38
'NIFTY', 592840, 99, 43, 28
'NIFTY', 595590, 44, 7, 76
'NIFTY', 286995, 44, 27, 63
'NIFTY', 346230, 44, 43, 204
'NIFTY', 329609, 45, 44, 190
'NIFTY', 149054, 48, 44, 110
'NIFTY', 251820, 44, 15, 66
'NIFTY', 359134, 44, 31, 71
'NIFTY', 153795, 51, 44, 84
'NIFTY', 121154, 52, 44, 80
'NIFTY', 284699, 57, 44, 58
'NIFTY', 233955, 58, 44, 58
'NIFTY', 453599, 85, 44, 36
'NIFTY', 591994, 99, 44, 28
'NIFTY', 592390, 45, 7, 78
'NIFTY', 298190, 45, 27, 64
'NIFTY', 387285, 45, 43, 132
'NIFTY', 329609, 45, 44, 190
'NIFTY', 169229, 48, 45, 122
'NIFTY', 205100, 45, 15, 64
'NIFTY', 345640, 45, 31, 68
'NIFTY', 148339, 51, 45, 86
'NIFTY', 166579, 52, 45, 80
'NIFTY', 200574, 57, 45, 62
'NIFTY', 158809, 58, 45, 58
'NIFTY', 453980, 85, 45, 34
'NIFTY', 585654, 99, 45, 28
'NIFTY', 530845, 48, 7, 74
'NIFTY', 267179, 48, 27, 62
'NIFTY', 245245, 48, 43, 98
'NIFTY', 149054, 48, 44, 110
'NIFTY', 169229, 48, 45, 122
'NIFTY', 263695, 48, 15, 62
'NIFTY', 294255, 48, 31, 64
'NIFTY', 263134, 51, 48, 120
'NIFTY', 238184, 52, 48, 102
'NIFTY', 210879, 57, 48, 68
'NIFTY', 151630, 58, 48, 66
'NIFTY', 561160, 85, 48, 32
'NIFTY', 689930, 99, 48, 26
'NIFTY', 202424, 15, 7, 197
'NIFTY', 360110, 27, 15, 104
'NIFTY', 254580, 43, 15, 68
'NIFTY', 251820, 44, 15, 66
'NIFTY', 205100, 45, 15, 64
'NIFTY', 263695, 48, 15, 62
'NIFTY', 292974, 31, 15, 98
'NIFTY', 357860, 51, 15, 60
'NIFTY', 377209, 52, 15, 60
'NIFTY', 325260, 57, 15, 54
'NIFTY', 338550, 58, 15, 54
'NIFTY', 588239, 85, 15, 42
'NIFTY', 604090, 99, 15, 34
'NIFTY', 445240, 31, 7, 118
'NIFTY', 176850, 31, 27, 151
'NIFTY', 360895, 43, 31, 71
'NIFTY', 359134, 44, 31, 71
'NIFTY', 345640, 45, 31, 68
'NIFTY', 294255, 48, 31, 64
'NIFTY', 292974, 31, 15, 98
'NIFTY', 401074, 51, 31, 62
'NIFTY', 433589, 52, 31, 60
'NIFTY', 491364, 57, 31, 50
'NIFTY', 483950, 58, 31, 48
'NIFTY', 603335, 85, 31, 32
'NIFTY', 516555, 99, 31, 30
'NIFTY', 495905, 51, 7, 70
