,SYMBOL,NAME,INDFLAG,FO_FLAG
1578,VISHNU,Vishnu Chemicals Limited,0,0
1579,VIVIDHA,Visagar Polytex Limited,0,0
1580,VIVIMEDLAB,Vivimed Labs Limited,0,0
1581,VLSFINANCE,VLS Finance Limited,0,0
1582,VMART,V-Mart Retail Limited,0,0
1583,VOLTAMP,Voltamp Transformers Limited,0,0
1584,VOLTAS,Voltas Limited,0,0
1585,VRLLOG,VRL Logistics Limited,0,0
1586,VSSL,Vardhman Special Steels Limited,0,0
1587,VSTIND,VST Industries Limited,0,0
1588,VSTTILLERS,V.S.T Tillers Tractors Limited,0,0
1589,VTL,Vardhman Textiles Limited,0,0
1590,WABAG,VA Tech Wabag Limited,0,0
1591,WABCOINDIA,WABCO India Limited,0,0
1592,WALCHANNAG,Walchandnagar Industries Limited,0,0
1593,WANBURY,Wanbury Limited,0,0
1594,WEBELSOLAR,Websol Energy System Limited,0,0
1595,WEIZFOREX,Weizmann Forex Limited,0,0
1596,WEIZMANIND,Weizmann Limited,0,0
1597,WELCORP,Welspun Corp Limited,0,0
1598,WELENT,Welspun Enterprises Limited,0,0
1599,WELINV,Welspun Investments and Commercials Limited,0,0
1600,WELSPUNIND,Welspun India Limited,0,0
1601,WENDT,Wendt (India) Limited,0,0
1602,WHEELS,Wheels India Limited,0,0
1603,WHIRLPOOL,Whirlpool of India Limited,0,0
1604,WILLAMAGOR,Williamson Magor & Company Limited,0,0
1605,WINDMACHIN,Windsor Machines Limited,0,0
1606,WINSOME,Winsome Yarns Limited,0,0
1607,WIPL,The Western India Plywoods Limited,0,0
1608,WIPRO,Wipro Limited,0,0
1609,WOCKPHARMA,Wockhardt Limited,0,0
1610,WONDERLA,Wonderla Holidays Limited,0,0
1611,WSI,W S Industries (I) Limited,0,0
1612,WSTCSTPAPR,West Coast Paper Mills Limited,0,0
1613,XCHANGING,Xchanging Solutions Limited,0,0
1614,XLENERGY,XL Energy Limited,0,0
1615,XPROINDIA,Xpro India Limited,0,0
1616,YESBANK,Yes Bank Limited,0,0
1617,ZEEL,Zee Entertainment Enterprises Limited,0,0
1618,ZEELEARN,Zee Learn Limited,0,0
1619,ZEEMEDIA,Zee Media Corporation Limited,0,0
1620,ZENITHBIR,Zenith Birla (India) Limited,0,0
1621,ZENITHEXPO,Zenith Exports Limited,0,0
1622,ZENSARTECH,Zensar Technologies Limited,0,0
1623,ZENTEC,Zen Technologies Limited,0,0
1624,ZICOM,Zicom Electronic Security Systems Limited,0,0
1625,ZODIACLOTH,Zodiac Clothing Company Limited,0,0
1626,ZODJRDMKJ,Zodiac JRD- MKJ Limited,0,0
1627,ZUARI,Zuari Agro Chemicals Limited,0,0
1628,ZUARIGLOB,Zuari Global Limited,0,0
1629,ZYDUSWELL,Zydus Wellness Limited,0,0
1630,ZYLOG,Zylog Systems Limited,0,0
