,SYMBOLS,Date
854,VESUVIUS,2018-08-13
855,VETO,2018-08-13
856,VICEROY,2018-08-13
857,VIJAYABANK,2018-08-13
858,VIJSHAN,2018-08-13
859,VIKASECO,2018-08-13
860,VIVIMEDLAB,2018-08-13
861,VMART,2018-08-13
862,VOLTAMP,2018-08-13
863,VRLLOG,2018-08-13
864,VTL,2018-08-13
865,WABCOINDIA,2018-08-13
866,WEIZFOREX,2018-08-13
867,WEIZMANIND,2018-08-13
868,WELSPUNIND,2018-08-13
869,WENDT,2018-08-13
870,WONDERLA,2018-08-13
871,WSTCSTPAPR,2018-08-13
872,XCHANGING,2018-08-13
873,ZICOM,2018-08-13
874,ZUARIGLOB,2018-08-13
875,ZYDUSWELL,2018-08-13
876,ARENTERP,2018-08-14
877,GAIL,2018-08-14
878,GHCL,2018-08-14
879,GLENMARK,2018-08-14
880,GLOBUSSPR,2018-08-14
881,GMRINFRA,2018-08-14
882,GODFRYPHLP,2018-08-14
883,GODREJCP,2018-08-14
884,GODREJIND,2018-08-14
885,GODREJPROP,2018-08-14
886,GOLDTECH,2018-08-14
887,GPPL,2018-08-14
888,GRANULES,2018-08-14
889,GRASIM,2018-08-14
890,GSFC,2018-08-14
891,GULFOILLUB,2018-08-14
892,GULFPETRO,2018-08-14
893,HARRMALAYA,2018-08-14
894,HAVELLS,2018-08-14
895,HBSL,2018-08-14
896,HCC,2018-08-14
897,HCLTECH,2018-08-14
898,HERITGFOOD,2018-08-14
899,HEROMOTOCO,2018-08-14
900,HEXAWARE,2018-08-14
901,HGINFRA,2018-08-14
902,HGS,2018-08-14
903,HINDALCO,2018-08-14
904,HINDOILEXP,2018-08-14
905,HINDPETRO,2018-08-14
906,HINDUJAVEN,2018-08-14
907,HINDUNILVR,2018-08-14
908,HINDZINC,2018-08-14
909,HISARMETAL,2018-08-14
910,HPL,2018-08-14
911,HTMEDIA,2018-08-14
912,IBULHSGFIN,2018-08-14
913,ICICIBANK,2018-08-14
914,ICICIPRULI,2018-08-14
915,IDBI,2018-08-14
916,IDEA,2018-08-14
917,IDFC,2018-08-14
918,IDFCBANK,2018-08-14
919,IFBAGRO,2018-08-14
920,IFCI,2018-08-14
921,IGL,2018-08-14
922,IL&FSENGG,2018-08-14
923,IMPAL,2018-08-14
924,INDIACEM,2018-08-14
925,INDIANB,2018-08-14
926,INDIGO,2018-08-14
927,INDOSOLAR,2018-08-14
928,INDUSINDBK,2018-08-14
929,INFIBEAM,2018-08-14
930,INFRATEL,2018-08-14
931,INFY,2018-08-14
932,IOC,2018-08-14
933,IRB,2018-08-14
934,ITC,2018-08-14
935,JAMNAAUTO,2018-08-14
936,JAYAGROGN,2018-08-14
937,JAYSREETEA,2018-08-14
938,JETAIRWAYS,2018-08-14
939,JINDALSTEL,2018-08-14
940,JISLDVREQS,2018-08-14
941,JISLJALEQS,2018-08-14
942,JPASSOCIAT,2018-08-14
943,JSL,2018-08-14
944,JSWSTEEL,2018-08-14
945,JUBLFOOD,2018-08-14
946,JUSTDIAL,2018-08-14
947,KAJARIACER,2018-08-14
948,KARMAENG,2018-08-14
949,KARURVYSYA,2018-08-14
950,KHAITANLTD,2018-08-14
951,KINGFA,2018-08-14
952,KNRCON,2018-08-14
953,KOTAKBANK,2018-08-14
954,KOTHARIPET,2018-08-14
955,KPIT,2018-08-14
956,KSCL,2018-08-14
957,KTKBANK,2018-08-14
958,L&TFH,2018-08-14
959,LAMBODHARA,2018-08-14
960,LAURUSLABS,2018-08-14
961,LICHSGFIN,2018-08-14
962,LT,2018-08-14
963,LUPIN,2018-08-14
964,LUXIND,2018-08-14
965,M&M,2018-08-14
966,M&MFIN,2018-08-14
967,MAANALU,2018-08-14
968,MADRASFERT,2018-08-14
969,MAGNUM,2018-08-14
970,MAITHANALL,2018-08-14
971,MANAKSTEEL,2018-08-14
972,MANAPPURAM,2018-08-14
973,MANINDS,2018-08-14
974,MARICO,2018-08-14
975,MARUTI,2018-08-14
976,MCDOWELL-N,2018-08-14
977,MCX,2018-08-14
978,METKORE,2018-08-14
979,MFSL,2018-08-14
980,MGL,2018-08-14
981,MIC,2018-08-14
982,MIDHANI,2018-08-14
983,MINDTREE,2018-08-14
984,MOTHERSUMI,2018-08-14
985,MRF,2018-08-14
986,MRPL,2018-08-14
987,MTEDUCARE,2018-08-14
988,MTNL,2018-08-14
989,MUKANDENGG,2018-08-14
990,MUKTAARTS,2018-08-14
991,MUNJALAU,2018-08-14
992,MUTHOOTFIN,2018-08-14
993,NAGAFERT,2018-08-14
994,NATIONALUM,2018-08-14
995,NATNLSTEEL,2018-08-14
996,NAVKARCORP,2018-08-14
997,NBCC,2018-08-14
998,NBVENTURES,2018-08-14
999,NCC,2018-08-14
1000,NESTLEIND,2018-08-14
1001,NETWORK18,2018-08-14
1002,NHPC,2018-08-14
1003,NIITLTD,2018-08-14
1004,NIITTECH,2018-08-14
1005,NITCO,2018-08-14
1006,NITESHEST,2018-08-14
1007,NMDC,2018-08-14
1008,NOIDATOLL,2018-08-14
1009,NTPC,2018-08-14
1010,NUTEK,2018-08-14
1011,OFSS,2018-08-14
1012,OIL,2018-08-14
1013,OMAXAUTO,2018-08-14
1014,ONELIFECAP,2018-08-14
1015,ONGC,2018-08-14
1016,ORIENTBANK,2018-08-14
1017,ORIENTREF,2018-08-14
1018,PAGEIND,2018-08-14
1019,PATELENG,2018-08-14
1020,PCJEWELLER,2018-08-14
1021,PEARLPOLY,2018-08-14
1022,PEL,2018-08-14
1023,PERSISTENT,2018-08-14
1024,PETRONET,2018-08-14
1025,PFC,2018-08-14
1026,PGIL,2018-08-14
1027,PHOENIXLTD,2018-08-14
1028,PIDILITIND,2018-08-14
1029,PNB,2018-08-14
1030,PNBHOUSING,2018-08-14
1031,PNCINFRA,2018-08-14
1032,PODDARMENT,2018-08-14
1033,POWERGRID,2018-08-14
1034,POWERMECH,2018-08-14
1035,PRAKASH,2018-08-14
1036,PRECWIRE,2018-08-14
1037,PREMIERPOL,2018-08-14
1038,PRESSMN,2018-08-14
1039,PSPPROJECT,2018-08-14
1040,PTC,2018-08-14
1041,PUNJLLOYD,2018-08-14
1042,PURVA,2018-08-14
1043,RADAAN,2018-08-14
1044,RADIOCITY,2018-08-14
1045,RAMCOCEM,2018-08-14
1046,RAYMOND,2018-08-14
1047,RBLBANK,2018-08-14
1048,RCOM,2018-08-14
1049,RECLTD,2018-08-14
1050,RELCAPITAL,2018-08-14
1051,RELIANCE,2018-08-14
1052,RELIGARE,2018-08-14
1053,RELINFRA,2018-08-14
1054,REPCOHOME,2018-08-14
1055,RITES,2018-08-14
1056,RNAVAL,2018-08-14
1057,ROSSELLIND,2018-08-14
1058,RPOWER,2018-08-14
1059,RPPINFRA,2018-08-14
1060,SADBHAV,2018-08-14
1061,SAGCEM,2018-08-14
1062,SAIL,2018-08-14
1063,SAKHTISUG,2018-08-14
1064,SALONA,2018-08-14
1065,SBIN,2018-08-14
1066,SEAMECLTD,2018-08-14
1067,SELMCL,2018-08-14
1068,SETCO,2018-08-14
1069,SHARDACROP,2018-08-14
1070,SHILPAMED,2018-08-14
1071,SHIVATEX,2018-08-14
1072,SHREECEM,2018-08-14
1073,SIEMENS,2018-08-14
1074,SIYSIL,2018-08-14
1075,SKFINDIA,2018-08-14
1076,SKIPPER,2018-08-14
1077,SMLISUZU,2018-08-14
1078,SNOWMAN,2018-08-14
1079,SOLARINDS,2018-08-14
1080,SOUTHBANK,2018-08-14
1081,SPARC,2018-08-14
1082,SPENTEX,2018-08-14
1083,SPLIL,2018-08-14
1084,SREINFRA,2018-08-14
1085,SRF,2018-08-14
1086,SRTRANSFIN,2018-08-14
1087,STAR,2018-08-14
1088,SUNDRMFAST,2018-08-14
1089,SUNFLAG,2018-08-14
1090,SUNPHARMA,2018-08-14
1091,SUNTV,2018-08-14
1092,SUPPETRO,2018-08-14
1093,SURANAT&P,2018-08-14
1094,SUZLON,2018-08-14
1095,SWELECTES,2018-08-14
1096,SYNDIBANK,2018-08-14
1097,TARMAT,2018-08-14
1098,TATACHEM,2018-08-14
1099,TATACOMM,2018-08-14
1100,TATAELXSI,2018-08-14
1101,TATAGLOBAL,2018-08-14
1102,TATAMOTORS,2018-08-14
1103,TATAMTRDVR,2018-08-14
1104,TATAPOWER,2018-08-14
1105,TATASPONGE,2018-08-14
1106,TATASTEEL,2018-08-14
1107,TCNSBRANDS,2018-08-14
1108,TCS,2018-08-14
1109,TECHM,2018-08-14
1110,TITAN,2018-08-14
1111,TORNTPHARM,2018-08-14
1112,TORNTPOWER,2018-08-14
1113,TRIGYN,2018-08-14
1114,TTKPRESTIG,2018-08-14
1115,TV18BRDCST,2018-08-14
1116,TVSELECT,2018-08-14
1117,TVSMOTOR,2018-08-14
1118,TVTODAY,2018-08-14
1119,TVVISION,2018-08-14
1120,UBL,2018-08-14
1121,UGARSUGAR,2018-08-14
1122,UJJIVAN,2018-08-14
1123,ULTRACEMCO,2018-08-14
1124,UNIONBANK,2018-08-14
1125,UNIPLY,2018-08-14
1126,UNITECH,2018-08-14
1127,UPL,2018-08-14
1128,UTTAMSUGAR,2018-08-14
1129,VARDHACRLC,2018-08-14
1130,VEDL,2018-08-14
1131,VGUARD,2018-08-14
1132,VIJIFIN,2018-08-14
1133,VIMTALABS,2018-08-14
1134,VIPCLOTHNG,2018-08-14
1135,VISASTEEL,2018-08-14
1136,VIVIDHA,2018-08-14
1137,VOLTAS,2018-08-14
1138,WALCHANNAG,2018-08-14
1139,WEBELSOLAR,2018-08-14
1140,WELENT,2018-08-14
1141,WELINV,2018-08-14
1142,WILLAMAGOR,2018-08-14
1143,WIPRO,2018-08-14
1144,WOCKPHARMA,2018-08-14
1145,XPROINDIA,2018-08-14
1146,YESBANK,2018-08-14
1147,ZEEL,2018-08-14
1148,ZENTEC,2018-08-14
1149,ZUARI,2018-08-14
1150,ALMONDZ,2018-08-16
1151,BURNPUR,2018-08-16
1152,CHROMATIC,2018-08-16
1153,CNOVAPETRO,2018-08-16
1154,DHARSUGAR,2018-08-16
1155,DBSTOCKBRO,2018-08-21
1156,DCMFINSERV,2018-08-24
1157,8KMILES,2018-08-27
1158,AGCNET,2018-08-29
1159,AGLSL,2018-08-29
1160,AGRITECH,2018-08-29
1161,AHLEAST,2018-08-29
1162,AHLUCONT,2018-08-29
1163,AHLWEST,2018-08-29
1164,AIAENG,2018-08-29
1165,AIFL,2018-08-29
1166,AJANTPHARM,2018-08-29
1167,AJMERA,2018-08-29
1168,AKSHARCHEM,2018-08-29
1169,AKSHOPTFBR,2018-08-29
1170,AKZOINDIA,2018-08-29
1171,ALANKIT,2018-08-29
1172,ALBERTDAVD,2018-08-29
1173,ALBK,2018-08-29
1174,ALEMBICLTD,2018-08-29
1175,ALICON,2018-08-29
1176,ALKALI,2018-08-29
1177,ALKEM,2018-08-29
1178,ALKYLAMINE,2018-08-29
1179,ALLCARGO,2018-08-29
1180,ALLSEC,2018-08-29
1181,ALPA,2018-08-29
1182,ALPHAGEO,2018-08-29
1183,AMARAJABAT,2018-08-29
1184,AMBER,2018-08-29
1185,AMBIKCO,2018-08-29
1186,AMJLAND,2018-08-29
1187,AMRUTANJAN,2018-08-29
1188,ANANTRAJ,2018-08-29
1189,ANDHRABANK,2018-08-29
1190,ANDHRACEMT,2018-08-29
1191,ANDHRSUGAR,2018-08-29
1192,ANIKINDS,2018-08-29
1193,ANSALAPI,2018-08-29
1194,ANSALHSG,2018-08-29
1195,APARINDS,2018-08-29
1196,APCL,2018-08-29
1197,APCOTEXIND,2018-08-29
1198,APEX,2018-08-29
1199,APLAPOLLO,2018-08-29
1200,APLLTD,2018-08-29
1201,APOLLO,2018-08-29
1202,APOLLOHOSP,2018-08-29
1203,APOLLOTYRE,2018-08-29
1204,APOLSINHOT,2018-08-29
1205,APTECHT,2018-08-29
1206,ARCHIDPLY,2018-08-29
1207,ARCHIES,2018-08-29
1208,ARIES,2018-08-29
1209,ARIHANT,2018-08-29
1210,ARIHANTSUP,2018-08-29
1211,ARMANFIN,2018-08-29
1212,AROGRANITE,2018-08-29
1213,ARROWGREEN,2018-08-29
1214,ARROWTEX,2018-08-29
1215,ARSHIYA,2018-08-29
1216,ARSSINFRA,2018-08-29
1217,ARVIND,2018-08-29
1218,ARVSMART,2018-08-29
1219,ASAHIINDIA,2018-08-29
1220,ASAHISONG,2018-08-29
1221,ASAL,2018-08-29
1222,ASHAPURMIN,2018-08-29
1223,ASHIANA,2018-08-29
1224,ASHIMASYN,2018-08-29
1225,ASHOKA,2018-08-29
1226,ASHOKLEY,2018-08-29
1227,ASIANHOTNR,2018-08-29
1228,ASIANPAINT,2018-08-29
1229,ASIANTILES,2018-08-29
1230,ASPINWALL,2018-08-29
1231,ASTEC,2018-08-29
1232,ASTERDM,2018-08-29
1233,ASTRAL,2018-08-29
1234,ASTRAMICRO,2018-08-29
1235,ASTRAZEN,2018-08-29
1236,ASTRON,2018-08-29
1237,ATFL,2018-08-29
1238,ATLANTA,2018-08-29
1239,ATULAUTO,2018-08-29
1240,AUBANK,2018-08-29
1241,AUROPHARMA,2018-08-29
1242,AUSOMENT,2018-08-29
1243,AUTOAXLES,2018-08-29
1244,AUTOIND,2018-08-29
1245,AUTOLITIND,2018-08-29
1246,AVADHSUGAR,2018-08-29
1247,AVANTIFEED,2018-08-29
1248,AVTNPL,2018-08-29
1249,AXISBANK,2018-08-29
1250,AXISCADES,2018-08-29
1251,AYMSYNTEX,2018-08-29
1252,BAFNAPHARM,2018-08-29
1253,BAGFILMS,2018-08-29
1254,BAJAJ-AUTO,2018-08-29
1255,BAJAJCORP,2018-08-29
1256,BAJAJELEC,2018-08-29
1257,BAJAJFINSV,2018-08-29
1258,BAJAJHIND,2018-08-29
1259,BAJAJHLDNG,2018-08-29
1260,BAJFINANCE,2018-08-29
1261,BALAJITELE,2018-08-29
1262,BALAMINES,2018-08-29
1263,BALKRISHNA,2018-08-29
1264,BALKRISIND,2018-08-29
1265,BALLARPUR,2018-08-29
1266,BALMLAWRIE,2018-08-29
1267,BALPHARMA,2018-08-29
1268,BALRAMCHIN,2018-08-29
1269,BANARBEADS,2018-08-29
1270,BANARISUG,2018-08-29
1271,BANCOINDIA,2018-08-29
1272,BANDHANBNK,2018-08-29
1273,BANG,2018-08-29
1274,BANKBARODA,2018-08-29
1275,BANKINDIA,2018-08-29
1276,BANSWRAS,2018-08-29
1277,BARTRONICS,2018-08-29
1278,BASF,2018-08-29
1279,BASML,2018-08-29
1280,BATAINDIA,2018-08-29
1281,BAYERCROP,2018-08-29
1282,BBL,2018-08-29
1283,BBTC,2018-08-29
1284,BDL,2018-08-29
1285,BEARDSELL,2018-08-29
1286,BEDMUTHA,2018-08-29
1287,BEL,2018-08-29
1288,BEML,2018-08-29
1289,BEPL,2018-08-29
1290,BERGEPAINT,2018-08-29
1291,BFINVEST,2018-08-29
1292,BFUTILITIE,2018-08-29
1293,BGRENERGY,2018-08-29
1294,BHAGERIA,2018-08-29
1295,BHAGYAPROP,2018-08-29
1296,BHANDARI,2018-08-29
1297,BHARATFIN,2018-08-29
1298,BHARATFORG,2018-08-29
1299,BHARATGEAR,2018-08-29
1300,BHARATRAS,2018-08-29
1301,BHARATWIRE,2018-08-29
1302,BHARTIARTL,2018-08-29
1303,BHEL,2018-08-29
1304,BHUSANSTL,2018-08-29
1305,BIGBLOC,2018-08-29
1306,BIL,2018-08-29
1307,BINANIIND,2018-08-29
1308,BINDALAGRO,2018-08-29
1309,BIOCON,2018-08-29
1310,BIRLACABLE,2018-08-29
1311,BIRLACORPN,2018-08-29
1312,BIRLAMONEY,2018-08-29
1313,BKMINDST,2018-08-29
1314,BLBLIMITED,2018-08-29
1315,BLISSGVS,2018-08-29
1316,BLKASHYAP,2018-08-29
1317,BLS,2018-08-29
1318,BLUEBLENDS,2018-08-29
1319,BLUEDART,2018-08-29
1320,BLUESTARCO,2018-08-29
1321,BODALCHEM,2018-08-29
1322,BOROSIL,2018-08-29
1323,BOSCHLTD,2018-08-29
1324,BPCL,2018-08-29
1325,BPL,2018-08-29
1326,BRIGADE,2018-08-29
1327,BRITANNIA,2018-08-29
1328,BRNL,2018-08-29
1329,BROOKS,2018-08-29
1330,BSE,2018-08-29
1331,BSELINFRA,2018-08-29
1332,BSL,2018-08-29
1333,BUTTERFLY,2018-08-29
1334,BYKE,2018-08-29
1335,CADILAHC,2018-08-29
1336,CAMLINFINE,2018-08-29
1337,CANBK,2018-08-29
1338,CANDC,2018-08-29
1339,CANFINHOME,2018-08-29
1340,CANTABIL,2018-08-29
1341,CAPACITE,2018-08-29
1342,CAPF,2018-08-29
1343,CAPLIPOINT,2018-08-29
1344,CAPTRUST,2018-08-29
1345,CARBORUNIV,2018-08-29
1346,CAREERP,2018-08-29
1347,CARERATING,2018-08-29
1348,CASTROLIND,2018-08-29
1349,CCCL,2018-08-29
1350,CCHHL,2018-08-29
1351,CCL,2018-08-29
1352,CDSL,2018-08-29
1353,CEATLTD,2018-08-29
1354,CEBBCO,2018-08-29
1355,CELEBRITY,2018-08-29
1356,CELESTIAL,2018-08-29
1357,CENTENKA,2018-08-29
1358,CENTEXT,2018-08-29
1359,CENTRALBK,2018-08-29
1360,CENTRUM,2018-08-29
1361,CENTUM,2018-08-29
1362,CENTURYPLY,2018-08-29
1363,CENTURYTEX,2018-08-29
1364,CERA,2018-08-29
1365,CEREBRAINT,2018-08-29
1366,CESC,2018-08-29
1367,CGCL,2018-08-29
1368,CGPOWER,2018-08-29
1369,CHAMBLFERT,2018-08-29
1370,CHEMFAB,2018-08-29
1371,CHENNPETRO,2018-08-29
1372,CHOLAFIN,2018-08-29
1373,CIGNITITEC,2018-08-29
1374,CIMMCO,2018-08-29
1375,CINELINE,2018-08-29
1376,CIPLA,2018-08-29
1377,CLEDUCATE,2018-08-29
1378,CLNINDIA,2018-08-29
1379,CMICABLES,2018-08-29
1380,COALINDIA,2018-08-29
1381,COCHINSHIP,2018-08-29
1382,COFFEEDAY,2018-08-29
1383,COLPAL,2018-08-29
1384,COMPINFO,2018-08-29
1385,COMPUSOFT,2018-08-29
1386,CONCOR,2018-08-29
1387,CONSOFINVT,2018-08-29
1388,CONTROLPR,2018-08-29
1389,CORALFINAC,2018-08-29
1390,CORDSCABLE,2018-08-29
1391,COROMANDEL,2018-08-29
1392,CORPBANK,2018-08-29
1393,COSMOFILMS,2018-08-29
1394,COUNCODOS,2018-08-29
1395,COX&KINGS,2018-08-29
1396,CREATIVEYE,2018-08-29
1397,CREST,2018-08-29
1398,CRISIL,2018-08-29
1399,CROMPTON,2018-08-29
1400,CTE,2018-08-29
1401,CUB,2018-08-29
1402,CUBEXTUB,2018-08-29
1403,CUMMINSIND,2018-08-29
1404,CUPID,2018-08-29
1405,CYBERMEDIA,2018-08-29
1406,CYBERTECH,2018-08-29
1407,CYIENT,2018-08-29
1408,DAAWAT,2018-08-29
1409,DABUR,2018-08-29
1410,DALMIABHA,2018-08-29
1411,DALMIASUG,2018-08-29
1412,DAMODARIND,2018-08-29
1413,DATAMATICS,2018-08-29
1414,DBCORP,2018-08-29
1415,DBL,2018-08-29
1416,DBREALTY,2018-08-29
1417,DCAL,2018-08-29
1418,DCBBANK,2018-08-29
1419,DCM,2018-08-29
1420,DCMSHRIRAM,2018-08-29
1421,DCW,2018-08-29
1422,DECCANCE,2018-08-29
1423,DEEPAKFERT,2018-08-29
1424,DEEPAKNTR,2018-08-29
1425,DEEPIND,2018-08-29
1426,DELTACORP,2018-08-29
1427,DELTAMAGNT,2018-08-29
1428,DEN,2018-08-29
1429,DENABANK,2018-08-29
1430,DENORA,2018-08-29
1431,DFMFOODS,2018-08-29
1432,DHAMPURSUG,2018-08-29
1433,DHANBANK,2018-08-29
1434,DHANUKA,2018-08-29
1435,DHFL,2018-08-29
1436,DHUNINV,2018-08-29
1437,DIAMONDYD,2018-08-29
1438,DICIND,2018-08-29
1439,DIGJAMLTD,2018-08-29
1440,DISHTV,2018-08-29
1441,DIVISLAB,2018-08-29
1442,DIXON,2018-08-29
1443,DLF,2018-08-29
1444,DLINKINDIA,2018-08-29
1445,DMART,2018-08-29
1446,DNAMEDIA,2018-08-29
1447,DOLLAR,2018-08-29
1448,DOLPHINOFF,2018-08-29
1449,DONEAR,2018-08-29
1450,DPL,2018-08-29
1451,DPSCLTD,2018-08-29
1452,DQE,2018-08-29
1453,DREDGECORP,2018-08-29
1454,DRREDDY,2018-08-29
1455,DSSL,2018-08-29
1456,DTIL,2018-08-29
1457,DUCON,2018-08-29
1458,DYNAMATECH,2018-08-29
1459,DYNPRO,2018-08-29
1460,EASTSILK,2018-08-29
1461,ECEIND,2018-08-29
1462,ECLERX,2018-08-29
1463,EDELWEISS,2018-08-29
1464,EDL,2018-08-29
1465,EICHERMOT,2018-08-29
1466,EIDPARRY,2018-08-29
1467,EIHAHOTELS,2018-08-29
1468,EIHOTEL,2018-08-29
1469,EIMCOELECO,2018-08-29
1470,EKC,2018-08-29
1471,ELAND,2018-08-29
1472,ELECON,2018-08-29
1473,ELECTCAST,2018-08-29
1474,ELECTHERM,2018-08-29
1475,ELGIEQUIP,2018-08-29
1476,ELGIRUBCO,2018-08-29
1477,EMAMILTD,2018-08-29
1478,EMKAY,2018-08-29
1479,EMMBI,2018-08-29
1480,ENDURANCE,2018-08-29
1481,ENERGYDEV,2018-08-29
1482,ENGINERSIN,2018-08-29
1483,ENIL,2018-08-29
1484,EON,2018-08-29
1485,EQUITAS,2018-08-29
1486,EROSMEDIA,2018-08-29
1487,ESABINDIA,2018-08-29
1488,ESCORTS,2018-08-29
1489,ESSARSHPNG,2018-08-29
1490,ESSDEE,2018-08-29
1491,ESSELPACK,2018-08-29
1492,ESTER,2018-08-29
1493,EUROTEXIND,2018-08-29
1494,EVEREADY,2018-08-29
1495,EVERESTIND,2018-08-29
1496,EXCEL,2018-08-29
1497,EXCELCROP,2018-08-29
1498,EXCELINDUS,2018-08-29
1499,EXIDEIND,2018-08-29
1500,FACT,2018-08-29
1501,FCL,2018-08-29
1502,FCONSUMER,2018-08-29
1503,FCSSOFT,2018-08-29
1504,FDC,2018-08-29
1505,FEDDERELEC,2018-08-29
1506,FEDERALBNK,2018-08-29
1507,FEL,2018-08-29
1508,FELDVR,2018-08-29
1509,FIEMIND,2018-08-29
1510,FILATEX,2018-08-29
1511,FINCABLES,2018-08-29
1512,FINEORG,2018-08-29
1513,FINPIPE,2018-08-29
1514,FLEXITUFF,2018-08-29
1515,FLFL,2018-08-29
1516,FMGOETZE,2018-08-29
1517,FMNL,2018-08-29
1518,FORTIS,2018-08-29
1519,FOSECOIND,2018-08-29
1520,FRETAIL,2018-08-29
1521,FSC,2018-08-29
1522,FSL,2018-08-29
1523,GABRIEL,2018-08-29
1524,GAEL,2018-08-29
1525,GALAXYSURF,2018-08-29
1526,GALLANTT,2018-08-29
1527,GALLISPAT,2018-08-29
1528,GAMMNINFRA,2018-08-29
1529,GANDHITUBE,2018-08-29
1530,GANECOS,2018-08-29
1531,GANESHHOUC,2018-08-29
1532,GANGESSECU,2018-08-29
1533,GARDENSILK,2018-08-29
1534,GATI,2018-08-29
1535,GAYAHWS,2018-08-29
1536,GAYAPROJ,2018-08-29
1537,GDL,2018-08-29
1538,GEECEE,2018-08-29
1539,GENESYS,2018-08-29
1540,GENUSPAPER,2018-08-29
1541,GENUSPOWER,2018-08-29
1542,GEOJITFSL,2018-08-29
1543,HDFC,2018-08-29
1544,HDFCBANK,2018-08-29
1545,21STCENMGM,2018-08-31
1546,3IINFOTECH,2018-08-31
1547,3MINDIA,2018-08-31
1548,5PAISA,2018-08-31
1549,63MOONS,2018-08-31
1550,A2ZINFRA,2018-08-31
1551,AARTIDRUGS,2018-08-31
1552,AARTIIND,2018-08-31
1553,AARVEEDEN,2018-08-31
1554,ABAN,2018-08-31
1555,ABB,2018-08-31
1556,ABBOTINDIA,2018-08-31
1557,ABCAPITAL,2018-08-31
1558,ABFRL,2018-08-31
1559,ACC,2018-08-31
1560,ACCELYA,2018-08-31
1561,ACE,2018-08-31
1562,ADANIENT,2018-08-31
1563,ADANIGREEN,2018-08-31
1564,ADANIPORTS,2018-08-31
1565,ADANIPOWER,2018-08-31
1566,ADANITRANS,2018-08-31
1567,ADFFOODS,2018-08-31
1568,ADHUNIKIND,2018-08-31
1569,ADLABS,2018-08-31
1570,ADORWELD,2018-08-31
1571,ADSL,2018-08-31
1572,ADVANIHOTR,2018-08-31
1573,ADVENZYMES,2018-08-31
1574,AEGISCHEM,2018-08-31
1575,AFL,2018-08-31
1576,AGARIND,2018-08-31
1577,ATUL,2018-08-31
1578,AURIONPRO,2018-08-31
1579,BANKNIFTY,2018-08-31
1580,CASTEXTECH,2018-08-31
1581,MADHUCON,2018-08-31
1582,MAWANASUG,2018-08-31
1583,MAXVIL,2018-08-31
1584,MOTOGENFIN,2018-08-31
1585,NIFTY,2018-08-31
1586,NIFTYINFRA,2018-08-31
1587,NIFTYIT,2018-08-31
1588,NIFTYMID50,2018-08-31
1589,NIFTYPSE,2018-08-31
1590,PAISALO,2018-08-31
1591,RANEENGINE,2018-08-31
1592,SCI,2018-08-31
1593,SICAGEN,2018-08-31
1594,SUPREMEINF,2018-08-31
1595,THEINVEST,2018-08-31
1596,VSTTILLERS,2018-08-31
1597,WHEELS,2018-08-31
1598,20MICRONS,2018-09-03
1599,AMBUJACEM,2018-09-03
1600,AMDIND,2018-09-03
